chunk_filename,rms,peak,quality
XC139605_chunk_009.wav,0.066442,0.5227,good
XC139605_chunk_010.wav,0.068335,0.55,good
XC139605_chunk_011.wav,0.088455,0.6087,good
XC139605_chunk_012.wav,0.073392,0.6087,good
XC139608_chunk_001.wav,0.093703,0.95,good
XC139608_chunk_002.wav,0.042362,0.6742,good
XC139608_chunk_003.wav,0.020127,0.091,good
XC139608_chunk_004.wav,0.020229,0.091,good
XC139608_chunk_005.wav,0.019555,0.089,good
XC139608_chunk_006.wav,0.025633,0.308,good
XC139608_chunk_007.wav,0.054929,0.6801,good
XC139610_chunk_001.wav,0.071937,0.7415,good
XC139610_chunk_002.wav,0.031197,0.4821,good
XC139610_chunk_003.wav,0.025156,0.1204,good
XC139610_chunk_004.wav,0.0293,0.2658,good
XC139610_chunk_005.wav,0.073177,0.6852,good
XC139610_chunk_006.wav,0.07176,0.6852,good
XC139610_chunk_007.wav,0.025402,0.1231,good
XC139610_chunk_008.wav,0.025067,0.1087,good
XC139610_chunk_009.wav,0.042316,0.5782,good
XC139610_chunk_010.wav,0.105867,0.95,good
XC139613_chunk_001.wav,0.082928,0.95,good
XC139614_chunk_001.wav,0.113025,0.95,good
XC139619_chunk_001.wav,0.109856,0.95,good
XC139728_chunk_001.wav,0.038138,0.4118,good
XC139728_chunk_002.wav,0.044262,0.4118,good
XC139728_chunk_003.wav,0.024908,0.39,good
XC139728_chunk_004.wav,0.010762,0.2472,good
XC139728_chunk_005.wav,0.013683,0.2472,good
XC139728_chunk_006.wav,0.011133,0.2342,good
XC139728_chunk_007.wav,0.00973,0.1662,good
XC139728_chunk_008.wav,0.011739,0.247,good
XC139728_chunk_009.wav,0.015299,0.3027,good
XC139728_chunk_010.wav,0.023661,0.3611,good
XC139728_chunk_011.wav,0.04213,0.6864,good
XC139728_chunk_012.wav,0.051793,0.6864,good
XC139728_chunk_013.wav,0.062161,0.95,good
XC139728_chunk_014.wav,0.052119,0.95,good
XC139728_chunk_015.wav,0.014175,0.3311,good
XC139728_chunk_016.wav,0.013062,0.2317,good
XC139728_chunk_017.wav,0.016552,0.2437,good
XC139728_chunk_018.wav,0.01808,0.2916,good
XC139728_chunk_019.wav,0.019993,0.3192,good
XC139728_chunk_020.wav,0.016554,0.3192,good
XC139728_chunk_021.wav,0.013942,0.3403,good
XC139728_chunk_022.wav,0.012919,0.3403,good
XC139728_chunk_023.wav,0.010328,0.1974,good
XC139728_chunk_024.wav,0.00957,0.1974,good
XC139728_chunk_025.wav,0.015986,0.3987,good
XC139728_chunk_026.wav,0.015953,0.3987,good
XC139728_chunk_027.wav,0.007926,0.1099,good
XC139728_chunk_028.wav,0.011259,0.1991,good
XC139728_chunk_029.wav,0.032787,0.4686,good
XC139728_chunk_030.wav,0.06479,0.7104,good
XC139728_chunk_031.wav,0.058727,0.7104,good
XC139728_chunk_032.wav,0.02196,0.3407,good
XC139728_chunk_033.wav,0.023871,0.2779,good
XC139728_chunk_034.wav,0.057348,0.7053,good
XC139728_chunk_035.wav,0.063575,0.7053,good
XC139728_chunk_036.wav,0.034703,0.4294,good
XC139728_chunk_037.wav,0.017548,0.3166,good
XC139728_chunk_038.wav,0.02363,0.35,good
XC139728_chunk_039.wav,0.025317,0.35,good
XC139728_chunk_040.wav,0.017552,0.2808,good
XC139728_chunk_041.wav,0.017396,0.2881,good
XC139728_chunk_042.wav,0.021472,0.3212,good
XC139728_chunk_043.wav,0.018847,0.3212,good
XC139728_chunk_044.wav,0.015978,0.2531,good
XC139728_chunk_045.wav,0.015301,0.2673,good
XC139728_chunk_046.wav,0.011478,0.2673,good
XC139729_chunk_001.wav,0.168338,0.95,good
XC139729_chunk_002.wav,0.143603,0.8889,good
XC139729_chunk_003.wav,0.12507,0.7401,good
XC139729_chunk_004.wav,0.102877,0.6776,good
XC139739_chunk_001.wav,0.061152,0.95,good
XC139740_chunk_001.wav,0.042374,0.95,good
XC139798_chunk_001.wav,0.049545,0.5161,good
XC139798_chunk_002.wav,0.052633,0.3776,good
XC139798_chunk_003.wav,0.027991,0.2213,good
XC139798_chunk_004.wav,0.023002,0.1326,good
XC139798_chunk_005.wav,0.04925,0.3441,good
XC139798_chunk_006.wav,0.056497,0.95,good
XC139798_chunk_007.wav,0.036483,0.95,good
XC139798_chunk_008.wav,0.054721,0.4223,good
XC139798_chunk_009.wav,0.061235,0.4223,good
XC139798_chunk_010.wav,0.05611,0.466,good
XC139798_chunk_011.wav,0.067071,0.466,good
XC139798_chunk_012.wav,0.051891,0.4139,good
XC139798_chunk_013.wav,0.048883,0.3994,good
XC139798_chunk_014.wav,0.061746,0.3994,good
XC139798_chunk_015.wav,0.059324,0.436,good
XC139798_chunk_016.wav,0.056077,0.6613,good
XC139798_chunk_017.wav,0.066837,0.6613,good
XC139798_chunk_018.wav,0.058848,0.5617,good
XC139798_chunk_019.wav,0.031245,0.2039,good
XC139798_chunk_020.wav,0.060644,0.4159,good
XC139798_chunk_021.wav,0.062306,0.4159,good
XC139798_chunk_022.wav,0.04817,0.3499,good
XC139798_chunk_023.wav,0.056621,0.4637,good
XC139798_chunk_024.wav,0.062431,0.8564,good
XC139798_chunk_025.wav,0.071961,0.8564,good
XC139798_chunk_026.wav,0.06649,0.5086,good
XC139798_chunk_027.wav,0.061898,0.404,good
XC139798_chunk_028.wav,0.068283,0.4134,good
XC139798_chunk_029.wav,0.051162,0.4134,good
XC139798_chunk_030.wav,0.054939,0.4108,good
XC139798_chunk_031.wav,0.068278,0.4108,good
XC139798_chunk_032.wav,0.057213,0.385,good
XC139798_chunk_033.wav,0.064514,0.4192,good
XC139798_chunk_034.wav,0.057905,0.4192,good
XC139798_chunk_035.wav,0.023409,0.2197,good
XC139829_chunk_001.wav,0.097035,0.8432,good
XC139829_chunk_002.wav,0.098874,0.6791,good
XC139829_chunk_003.wav,0.095968,0.8029,good
XC139829_chunk_004.wav,0.099783,0.95,good
XC139829_chunk_005.wav,0.076915,0.95,good
XC139829_chunk_006.wav,0.062907,0.7192,good
XC139829_chunk_007.wav,0.052483,0.7192,good
XC139831_chunk_001.wav,0.053554,0.95,good
XC139831_chunk_002.wav,0.056818,0.95,good
XC139831_chunk_003.wav,0.026702,0.4016,good
XC139831_chunk_004.wav,0.047633,0.7546,good
XC139831_chunk_005.wav,0.04585,0.7546,good
XC139831_chunk_006.wav,0.010139,0.165,good
XC139831_chunk_007.wav,0.014063,0.4722,good
XC139831_chunk_008.wav,0.015333,0.4722,good
XC139831_chunk_009.wav,0.044513,0.9046,good
XC139831_chunk_010.wav,0.044905,0.9046,good
XC139831_chunk_011.wav,0.03417,0.9173,good
XC139831_chunk_012.wav,0.052181,0.9173,good
XC139831_chunk_013.wav,0.040872,0.8734,good
XC139831_chunk_014.wav,0.00815,0.0764,good
XC139831_chunk_015.wav,0.028484,0.7571,good
XC139831_chunk_016.wav,0.043002,0.8404,good
XC139856_chunk_001.wav,0.060225,0.95,good
XC139856_chunk_002.wav,0.056204,0.9498,good
XC139856_chunk_003.wav,0.052979,0.9498,good
XC139856_chunk_004.wav,0.048882,0.8327,good
XC139856_chunk_005.wav,0.050073,0.5726,good
XC139856_chunk_006.wav,0.040318,0.5611,good
XC139856_chunk_007.wav,0.043974,0.9431,good
XC139856_chunk_008.wav,0.053209,0.9431,good
XC139856_chunk_009.wav,0.051122,0.6183,good
XC139856_chunk_010.wav,0.052906,0.4594,good
XC139856_chunk_011.wav,0.042968,0.4594,good
XC139856_chunk_012.wav,0.041637,0.5332,good
XC139856_chunk_013.wav,0.051205,0.6249,good
XC139856_chunk_014.wav,0.049516,0.6249,good
XC139856_chunk_015.wav,0.053811,0.3439,good
XC139856_chunk_016.wav,0.074143,0.8191,good
XC139859_chunk_001.wav,0.116336,0.9215,good
XC139859_chunk_002.wav,0.103711,0.95,good
XC139859_chunk_003.wav,0.070193,0.95,good
XC139859_chunk_004.wav,0.084214,0.7956,good
XC139859_chunk_005.wav,0.098924,0.7956,good
XC139859_chunk_006.wav,0.074038,0.6664,good
XC139859_chunk_007.wav,0.045073,0.2985,good
XC139859_chunk_008.wav,0.08289,0.842,good
XC139859_chunk_009.wav,0.098636,0.842,good
XC139880_chunk_001.wav,0.046607,0.3991,good
XC139880_chunk_002.wav,0.044704,0.3991,good
XC139880_chunk_003.wav,0.012873,0.0736,good
XC139880_chunk_004.wav,0.011955,0.0736,good
XC139880_chunk_005.wav,0.009952,0.0612,good
XC139880_chunk_006.wav,0.015152,0.1159,good
XC139880_chunk_007.wav,0.01645,0.1159,good
XC139880_chunk_008.wav,0.025228,0.4958,good
XC139880_chunk_009.wav,0.042471,0.5281,good
XC139880_chunk_010.wav,0.036457,0.5281,good
XC139880_chunk_011.wav,0.047305,0.7041,good
XC139880_chunk_012.wav,0.050619,0.95,good
XC139880_chunk_013.wav,0.02363,0.95,good
XC139880_chunk_014.wav,0.015267,0.1075,good
XC139880_chunk_015.wav,0.011704,0.0663,good
XC139880_chunk_016.wav,0.011555,0.0592,good
XC139880_chunk_017.wav,0.049092,0.4484,good
XC139880_chunk_018.wav,0.0501,0.8042,good
XC139880_chunk_019.wav,0.01527,0.8042,good
XC139880_chunk_020.wav,0.012937,0.0806,good
XC139880_chunk_021.wav,0.01285,0.0887,good
XC139880_chunk_022.wav,0.012331,0.0887,good
XC139880_chunk_023.wav,0.050764,0.3356,good
XC139880_chunk_024.wav,0.050701,0.3356,good
XC139880_chunk_025.wav,0.011278,0.0883,good
XC139880_chunk_026.wav,0.017432,0.107,good
XC139880_chunk_027.wav,0.024607,0.1158,good
XC139880_chunk_028.wav,0.048501,0.4715,good
XC139897_chunk_001.wav,0.080292,0.896,good
XC139897_chunk_002.wav,0.088822,0.896,good
XC139897_chunk_003.wav,0.09207,0.7619,good
XC139897_chunk_004.wav,0.089233,0.95,good
XC139897_chunk_005.wav,0.095087,0.95,good
XC139897_chunk_006.wav,0.092256,0.7194,good
XC139897_chunk_007.wav,0.076328,0.6756,good
XC139897_chunk_008.wav,0.055407,0.5441,good
XC139908_chunk_001.wav,0.038631,0.247,good
XC139908_chunk_002.wav,0.037052,0.7153,good
XC139908_chunk_003.wav,0.048062,0.7153,good
XC139908_chunk_004.wav,0.057531,0.5919,good
XC139908_chunk_005.wav,0.050529,0.3845,good
XC139908_chunk_006.wav,0.047562,0.2172,good
XC139908_chunk_007.wav,0.047583,0.2172,good
XC139908_chunk_008.wav,0.038718,0.1949,good
XC139908_chunk_009.wav,0.04343,0.2451,good
XC139908_chunk_010.wav,0.049999,0.2451,good
XC139908_chunk_011.wav,0.048577,0.2793,good
XC139908_chunk_012.wav,0.049047,0.2793,good
XC139908_chunk_013.wav,0.046251,0.5569,good
XC139908_chunk_014.wav,0.040604,0.9185,good
XC139908_chunk_015.wav,0.03928,0.9185,good
XC139908_chunk_016.wav,0.039765,0.8803,good
XC139908_chunk_017.wav,0.041855,0.95,good
XC139908_chunk_018.wav,0.042744,0.95,good
XC139908_chunk_019.wav,0.043847,0.7516,good
XC139908_chunk_020.wav,0.03912,0.4712,good
XC139908_chunk_021.wav,0.034084,0.4712,good
XC139908_chunk_022.wav,0.034207,0.2135,good
XC139908_chunk_023.wav,0.038471,0.8928,good
XC139908_chunk_024.wav,0.034968,0.8928,good
XC139915_chunk_001.wav,0.044895,0.95,good
XC139915_chunk_002.wav,0.05062,0.95,good
XC139915_chunk_003.wav,0.049348,0.8444,good
XC139915_chunk_004.wav,0.05603,0.2805,good
XC139915_chunk_005.wav,0.059548,0.2842,good
XC139915_chunk_006.wav,0.051647,0.3185,good
XC139916_chunk_001.wav,0.176866,0.9408,good
XC139916_chunk_002.wav,0.186586,0.9408,good
XC139916_chunk_003.wav,0.191857,0.8622,good
XC139916_chunk_004.wav,0.186912,0.7831,good
XC139916_chunk_005.wav,0.172549,0.6992,good
XC139916_chunk_006.wav,0.158462,0.8533,good
XC139916_chunk_007.wav,0.152379,0.8533,good
XC139916_chunk_008.wav,0.153681,0.672,good
XC139916_chunk_009.wav,0.150133,0.672,good
XC139916_chunk_010.wav,0.143985,0.6169,good
XC139916_chunk_011.wav,0.149083,0.6263,good
XC139916_chunk_012.wav,0.152967,0.6292,good
XC139916_chunk_013.wav,0.148388,0.6292,good
XC139916_chunk_014.wav,0.144052,0.634,good
XC139916_chunk_015.wav,0.153949,0.95,good
XC139916_chunk_016.wav,0.161189,0.95,good
XC139916_chunk_017.wav,0.160326,0.8302,good
XC139916_chunk_018.wav,0.15793,0.8302,good
XC139916_chunk_019.wav,0.156246,0.7177,good
XC139916_chunk_020.wav,0.159951,0.7177,good
XC139916_chunk_021.wav,0.179369,0.8543,good
XC139916_chunk_022.wav,0.159314,0.8543,good
XC139921_chunk_001.wav,0.048738,0.6252,good
XC139921_chunk_002.wav,0.047415,0.6252,good
XC139921_chunk_003.wav,0.050546,0.4386,good
XC139921_chunk_004.wav,0.086296,0.7835,good
XC139921_chunk_005.wav,0.082407,0.7835,good
XC139921_chunk_006.wav,0.045163,0.4774,good
XC139921_chunk_007.wav,0.039613,0.95,good
XC139932_chunk_001.wav,0.040928,0.3995,good
XC139932_chunk_002.wav,0.039768,0.3821,good
XC139932_chunk_003.wav,0.045451,0.95,good
XC139932_chunk_004.wav,0.044186,0.95,good
XC139932_chunk_005.wav,0.052129,0.3854,good
XC139932_chunk_006.wav,0.05323,0.3854,good
XC139932_chunk_007.wav,0.057075,0.4251,good
XC139932_chunk_008.wav,0.073763,0.4251,good
XC139932_chunk_009.wav,0.064465,0.4322,good
XC139932_chunk_010.wav,0.050391,0.457,good
XC139932_chunk_011.wav,0.053514,0.457,good
XC139932_chunk_012.wav,0.050919,0.3781,good
XC139932_chunk_013.wav,0.041662,0.3456,good
XC139932_chunk_014.wav,0.03422,0.2315,good
XC139932_chunk_015.wav,0.034572,0.2141,good
XC139932_chunk_016.wav,0.041231,0.2946,good
XC139932_chunk_017.wav,0.036513,0.2946,good
XC139937_chunk_001.wav,0.076724,0.7338,good
XC139937_chunk_002.wav,0.089478,0.7983,good
XC139937_chunk_003.wav,0.071958,0.7983,good
XC139937_chunk_004.wav,0.060664,0.7859,good
XC139937_chunk_005.wav,0.073722,0.7859,good
XC139937_chunk_006.wav,0.087539,0.8053,good
XC139937_chunk_007.wav,0.108784,0.9361,good
XC139937_chunk_008.wav,0.141699,0.95,good
XC139937_chunk_009.wav,0.133739,0.95,good
XC139937_chunk_010.wav,0.096988,0.8225,good
XC139937_chunk_011.wav,0.11004,0.8225,good
XC139937_chunk_012.wav,0.124842,0.8516,good
XC139937_chunk_013.wav,0.121616,0.8516,good
XC139937_chunk_014.wav,0.107615,0.7585,good
XC139937_chunk_015.wav,0.078204,0.7585,good
XC139937_chunk_016.wav,0.063831,0.573,good
XC139937_chunk_017.wav,0.086988,0.6541,good
XC139937_chunk_018.wav,0.082717,0.6541,good
XC139937_chunk_019.wav,0.062495,0.41,good
XC139937_chunk_020.wav,0.057363,0.3953,good
XC139937_chunk_021.wav,0.054247,0.4007,good
XC139937_chunk_022.wav,0.053201,0.4097,good
XC139937_chunk_023.wav,0.05251,0.4162,good
XC139937_chunk_024.wav,0.044324,0.4162,good
XC139937_chunk_025.wav,0.024086,0.2583,good
XC139938_chunk_001.wav,0.057058,0.4077,good
XC139938_chunk_002.wav,0.094898,0.6359,good
XC139938_chunk_003.wav,0.079789,0.6359,good
XC139938_chunk_004.wav,0.093053,0.8904,good
XC139938_chunk_005.wav,0.101045,0.8904,good
XC139938_chunk_006.wav,0.184435,0.95,good
XC139938_chunk_007.wav,0.179637,0.95,good
XC139938_chunk_008.wav,0.009846,0.0859,good
XC139938_chunk_009.wav,0.010812,0.0859,good
XC139961_chunk_001.wav,0.062802,0.4584,good
XC139961_chunk_002.wav,0.085221,0.5463,good
XC139961_chunk_003.wav,0.082611,0.5463,good
XC139961_chunk_004.wav,0.074149,0.6543,good
XC139961_chunk_005.wav,0.072419,0.6641,good
XC139961_chunk_006.wav,0.064706,0.6641,good
XC139961_chunk_007.wav,0.095456,0.7449,good
XC139961_chunk_008.wav,0.095189,0.7449,good
XC139961_chunk_009.wav,0.065832,0.5984,good
XC139961_chunk_010.wav,0.100545,0.7467,good
XC139961_chunk_011.wav,0.107419,0.7467,good
XC139961_chunk_012.wav,0.091194,0.95,good
XC139961_chunk_013.wav,0.102521,0.95,good
XC139961_chunk_014.wav,0.092499,0.7519,good
XC139961_chunk_015.wav,0.063233,0.4494,good
XC139961_chunk_016.wav,0.064524,0.4747,good
XC139961_chunk_017.wav,0.065619,0.4747,good
XC139961_chunk_018.wav,0.086249,0.6391,good
XC139961_chunk_019.wav,0.090052,0.6391,good
XC139961_chunk_020.wav,0.06575,0.4313,good
XC139961_chunk_021.wav,0.060754,0.4313,good
XC139961_chunk_022.wav,0.05224,0.3329,good
XC139961_chunk_023.wav,0.040319,0.3541,good
XC139961_chunk_024.wav,0.046532,0.3541,good
XC139961_chunk_025.wav,0.047229,0.3138,good
XC139961_chunk_026.wav,0.053942,0.5695,good
XC139961_chunk_027.wav,0.055278,0.5695,good
XC139961_chunk_028.wav,0.06724,0.6959,good
XC139961_chunk_029.wav,0.080326,0.6959,good
XC139961_chunk_030.wav,0.0681,0.5326,good
XC139961_chunk_031.wav,0.096868,0.5788,good
XC139961_chunk_032.wav,0.12231,0.8196,good
XC139961_chunk_033.wav,0.098815,0.8196,good
XC139961_chunk_034.wav,0.070568,0.3553,good
XC139961_chunk_035.wav,0.064784,0.5162,good
XC139961_chunk_036.wav,0.054879,0.5162,good
XC139961_chunk_037.wav,0.057468,0.5086,good
XC139961_chunk_038.wav,0.07896,0.5182,good
XC139961_chunk_039.wav,0.076531,0.5182,good
XC139961_chunk_040.wav,0.061355,0.3848,good
XC139961_chunk_041.wav,0.074154,0.5916,good
XC139961_chunk_042.wav,0.074461,0.5916,good
XC139961_chunk_043.wav,0.059364,0.3913,good
XC139961_chunk_044.wav,0.067219,0.4214,good
XC139961_chunk_045.wav,0.069503,0.4384,good
XC139961_chunk_046.wav,0.065711,0.4943,good
XC139961_chunk_047.wav,0.08947,0.7809,good
XC139961_chunk_048.wav,0.079058,0.7809,good
XC139961_chunk_049.wav,0.035794,0.4075,good
XC139961_chunk_050.wav,0.039591,0.3914,good
XC139961_chunk_051.wav,0.065988,0.3914,good
XC139961_chunk_052.wav,0.075298,0.4193,good
XC139961_chunk_053.wav,0.069564,0.4193,good
XC139961_chunk_054.wav,0.061237,0.3679,good
XC139961_chunk_055.wav,0.050968,0.3545,good
XC139961_chunk_056.wav,0.045419,0.3237,good
XC139961_chunk_057.wav,0.042087,0.3304,good
XC139961_chunk_058.wav,0.060068,0.5215,good
XC139961_chunk_059.wav,0.060466,0.5215,good
XC139961_chunk_060.wav,0.047107,0.3186,good
XC139961_chunk_061.wav,0.043396,0.3186,good
XC139961_chunk_062.wav,0.042583,0.2423,good
XC139961_chunk_063.wav,0.04221,0.2423,good
XC139961_chunk_064.wav,0.031228,0.2365,good
XC139961_chunk_065.wav,0.032564,0.3391,good
XC139961_chunk_066.wav,0.027528,0.3391,good
XC139987_chunk_001.wav,0.047322,0.95,good
XC139987_chunk_002.wav,0.044238,0.95,good
XC139987_chunk_003.wav,0.007846,0.0692,good
XC139987_chunk_004.wav,0.011056,0.2093,good
XC139987_chunk_005.wav,0.01116,0.2093,good
XC139987_chunk_006.wav,0.014795,0.2399,good
XC139987_chunk_007.wav,0.015566,0.2399,good
XC139987_chunk_008.wav,0.012376,0.187,good
XC139987_chunk_009.wav,0.017412,0.1633,good
XC139987_chunk_010.wav,0.0185,0.1694,good
XC139987_chunk_011.wav,0.027101,0.2838,good
XC139987_chunk_012.wav,0.025641,0.2838,good
XC139987_chunk_013.wav,0.01746,0.2694,good
XC139987_chunk_014.wav,0.019369,0.2694,good
XC139987_chunk_015.wav,0.012745,0.1188,good
XC139987_chunk_016.wav,0.007773,0.089,good
XC140280_chunk_001.wav,0.001434,0.0099,low_energy
XC140280_chunk_002.wav,0.00183,0.0153,low_energy
XC140280_chunk_003.wav,0.003938,0.0533,low_energy
XC140280_chunk_004.wav,0.005352,0.0702,good
XC140280_chunk_005.wav,0.005451,0.0702,good
XC140280_chunk_006.wav,0.007281,0.1156,good
XC140280_chunk_007.wav,0.008051,0.1156,good
XC140280_chunk_008.wav,0.006738,0.0844,good
XC140280_chunk_009.wav,0.006556,0.068,good
XC140280_chunk_010.wav,0.005425,0.068,good
XC140280_chunk_011.wav,0.004748,0.056,low_energy
XC140280_chunk_012.wav,0.005675,0.056,good
XC140280_chunk_013.wav,0.004956,0.038,low_energy
XC140280_chunk_014.wav,0.003445,0.038,low_energy
XC140280_chunk_015.wav,0.001963,0.0219,low_energy
XC140280_chunk_016.wav,0.001456,0.0105,low_energy
XC140280_chunk_017.wav,0.002379,0.0248,low_energy
XC140280_chunk_018.wav,0.004819,0.1102,low_energy
XC140280_chunk_019.wav,0.005501,0.3708,good
XC140280_chunk_020.wav,0.005155,0.3708,good
XC140280_chunk_021.wav,0.006642,0.0691,good
XC140280_chunk_022.wav,0.006508,0.0691,good
XC140280_chunk_023.wav,0.004678,0.0372,low_energy
XC140280_chunk_024.wav,0.004446,0.0402,low_energy
XC140280_chunk_025.wav,0.005305,0.0853,good
XC140280_chunk_026.wav,0.004238,0.0853,low_energy
XC140280_chunk_027.wav,0.00126,0.0059,low_energy
XC140280_chunk_028.wav,0.001569,0.0135,low_energy
XC140280_chunk_029.wav,0.001654,0.0152,low_energy
XC140280_chunk_030.wav,0.002053,0.0189,low_energy
XC140280_chunk_031.wav,0.002433,0.0298,low_energy
XC140280_chunk_032.wav,0.003498,0.0462,low_energy
XC140280_chunk_033.wav,0.0077,0.0822,good
XC140280_chunk_034.wav,0.007791,0.0822,good
XC140280_chunk_035.wav,0.006502,0.0917,good
XC140280_chunk_036.wav,0.007072,0.0917,good
XC140280_chunk_037.wav,0.005963,0.0505,good
XC140280_chunk_038.wav,0.005811,0.0607,good
XC140280_chunk_039.wav,0.005927,0.0696,good
XC140280_chunk_040.wav,0.007368,0.1094,good
XC140280_chunk_041.wav,0.00709,0.1094,good
XC140280_chunk_042.wav,0.006262,0.0502,good
XC140280_chunk_043.wav,0.006361,0.0712,good
XC140280_chunk_044.wav,0.005261,0.0712,good
XC140280_chunk_045.wav,0.006316,0.0816,good
XC140280_chunk_046.wav,0.008056,0.0816,good
XC140280_chunk_047.wav,0.008391,0.2589,good
XC140280_chunk_048.wav,0.00652,0.2589,good
XC140280_chunk_049.wav,0.003348,0.0383,low_energy
XC140280_chunk_050.wav,0.002605,0.0437,low_energy
XC140280_chunk_051.wav,0.004207,0.0437,low_energy
XC140280_chunk_052.wav,0.004397,0.0348,low_energy
XC140280_chunk_053.wav,0.00835,0.0965,good
XC140280_chunk_054.wav,0.009996,0.0965,good
XC140280_chunk_055.wav,0.009543,0.1479,good
XC140280_chunk_056.wav,0.008102,0.1479,good
XC140280_chunk_057.wav,0.005655,0.0633,good
XC140280_chunk_058.wav,0.005242,0.0633,good
XC140280_chunk_059.wav,0.007158,0.0563,good
XC140280_chunk_060.wav,0.009179,0.0729,good
XC140280_chunk_061.wav,0.009565,0.101,good
XC140280_chunk_062.wav,0.009368,0.101,good
XC140280_chunk_063.wav,0.006811,0.0645,good
XC140280_chunk_064.wav,0.005894,0.0587,good
XC140280_chunk_065.wav,0.010314,0.0887,good
XC140280_chunk_066.wav,0.014057,0.1153,good
XC140280_chunk_067.wav,0.012868,0.1153,good
XC140280_chunk_068.wav,0.011717,0.089,good
XC140280_chunk_069.wav,0.013917,0.1014,good
XC140280_chunk_070.wav,0.016332,0.1121,good
XC140280_chunk_071.wav,0.015067,0.1121,good
XC140280_chunk_072.wav,0.012733,0.0937,good
XC140280_chunk_073.wav,0.011154,0.0937,good
XC140280_chunk_074.wav,0.007732,0.067,good
XC140280_chunk_075.wav,0.014209,0.1228,good
XC140280_chunk_076.wav,0.01774,0.1228,good
XC140280_chunk_077.wav,0.014902,0.1219,good
XC140280_chunk_078.wav,0.010884,0.1049,good
XC140280_chunk_079.wav,0.010497,0.5304,good
XC140280_chunk_080.wav,0.010812,0.5304,good
XC140280_chunk_081.wav,0.008183,0.0644,good
XC140280_chunk_082.wav,0.007457,0.5184,good
XC140280_chunk_083.wav,0.007332,0.5184,good
XC140280_chunk_084.wav,0.007071,0.0576,good
XC140280_chunk_085.wav,0.008963,0.095,good
XC140280_chunk_086.wav,0.008603,0.095,good
XC140280_chunk_087.wav,0.007713,0.0819,good
XC140280_chunk_088.wav,0.009517,0.0929,good
XC140280_chunk_089.wav,0.009002,0.0929,good
XC140280_chunk_090.wav,0.005941,0.087,good
XC140280_chunk_091.wav,0.006906,0.0597,good
XC140280_chunk_092.wav,0.008021,0.0858,good
XC140280_chunk_093.wav,0.007293,0.0858,good
XC140280_chunk_094.wav,0.009369,0.106,good
XC140280_chunk_095.wav,0.010703,0.106,good
XC140280_chunk_096.wav,0.009496,0.0704,good
XC140280_chunk_097.wav,0.008913,0.1858,good
XC140280_chunk_098.wav,0.008421,0.1858,good
XC140280_chunk_099.wav,0.007076,0.0612,good
XC140280_chunk_100.wav,0.005611,0.0477,good
XC140280_chunk_101.wav,0.003744,0.0315,low_energy
XC140280_chunk_102.wav,0.002447,0.0222,low_energy
XC140280_chunk_103.wav,0.006347,0.0824,good
XC140280_chunk_104.wav,0.007929,0.0824,good
XC140280_chunk_105.wav,0.006833,0.0544,good
XC140280_chunk_106.wav,0.007205,0.0569,good
XC140280_chunk_107.wav,0.006388,0.0592,good
XC140280_chunk_108.wav,0.007037,0.0662,good
XC140280_chunk_109.wav,0.009584,0.0909,good
XC140280_chunk_110.wav,0.010019,0.0983,good
XC140280_chunk_111.wav,0.007912,0.0983,good
XC140280_chunk_112.wav,0.006741,0.0682,good
XC140280_chunk_113.wav,0.00907,0.08,good
XC140280_chunk_114.wav,0.010157,0.08,good
XC140280_chunk_115.wav,0.009213,0.0692,good
XC140280_chunk_116.wav,0.008172,0.0549,good
XC140280_chunk_117.wav,0.008312,0.0549,good
XC140280_chunk_118.wav,0.008079,0.0847,good
XC140280_chunk_119.wav,0.006008,0.0847,good
XC140280_chunk_120.wav,0.00601,0.058,good
XC140280_chunk_121.wav,0.01022,0.1548,good
XC140280_chunk_122.wav,0.019432,0.221,good
XC140280_chunk_123.wav,0.019066,0.221,good
XC140280_chunk_124.wav,0.010091,0.0914,good
XC140280_chunk_125.wav,0.01448,0.1544,good
XC140280_chunk_126.wav,0.014829,0.1544,good
XC140280_chunk_127.wav,0.009384,0.0635,good
XC140280_chunk_128.wav,0.010786,0.135,good
XC140280_chunk_129.wav,0.011969,0.135,good
XC140280_chunk_130.wav,0.008599,0.159,good
XC140280_chunk_131.wav,0.003312,0.159,low_energy
XC140280_chunk_132.wav,0.002592,0.0367,low_energy
XC140280_chunk_133.wav,0.004222,0.0412,low_energy
XC140280_chunk_134.wav,0.006765,0.0536,good
XC140280_chunk_135.wav,0.006931,0.0536,good
XC140280_chunk_136.wav,0.005124,0.0444,good
XC140280_chunk_137.wav,0.004163,0.0404,low_energy
XC140280_chunk_138.wav,0.005078,0.0617,good
XC140280_chunk_139.wav,0.007529,0.0681,good
XC140280_chunk_140.wav,0.007308,0.0681,good
XC140280_chunk_141.wav,0.005538,0.0557,good
XC140280_chunk_142.wav,0.004887,0.039,low_energy
XC140280_chunk_143.wav,0.006938,0.0547,good
XC140280_chunk_144.wav,0.007792,0.0607,good
XC140280_chunk_145.wav,0.005162,0.0607,good
XC140280_chunk_146.wav,0.004149,0.0597,low_energy
XC140280_chunk_147.wav,0.005908,0.0597,good
XC140280_chunk_148.wav,0.006298,0.0519,good
XC140280_chunk_149.wav,0.0064,0.0555,good
XC140280_chunk_150.wav,0.00597,0.0555,good
